customer_id,first_name,last_name,email,country,signup_date,segment
35cd5206-aff1-4236-94d9-0f29934ed6a9,Cody,Marquez,franklinlauren@example.org,Canada,2024-07-02,VIP
6fd17624-7c58-40f6-aa91-898d0cb1eb72,Andrew,Collins,jennifergreene@example.com,Japan,2024-02-15,Churned
21355ca5-d921-40ca-b890-fcf4c582f887,Brendan,Lee,imorrison@example.net,Canada,2025-04-11,VIP
cfea3900-4193-4201-b770-0872b1619f35,Anthony,Lucas,wgonzalez@example.com,Germany,2023-12-01,New
c95e31ff-4124-4207-b92b-574a96db09dc,Kathy,Gardner,umalone@example.com,UK,2026-02-05,Churned
581bd670-5daf-41aa-af21-09f6ee8501c2,Raymond,Anderson,clarkallen@example.org,Canada,2026-01-21,At-Risk
5c11bc70-1ad2-4e8b-b747-756aaf640efa,Paul,Evans,corey26@example.net,Australia,2023-07-25,Regular
463efc89-764e-4aec-ad09-61ba9bb1a5ca,Joseph,Garcia,chavezashley@example.com,Brazil,2024-08-11,At-Risk
657eca75-1c69-4e88-a0c3-03a3a1289cda,Alisha,Wright,leslielindsey@example.org,France,2023-07-19,New
5ea6a019-ceab-4bc7-b2c4-928ec5c947f8,Jessica,Marquez,rayala@example.com,Singapore,2024-11-25,VIP
42034e06-dab3-4416-bad4-ad1488dee04c,Tina,Mosley,eholt@example.com,Singapore,2026-03-29,Regular
ddecd301-0edc-42c9-a36b-66f86ecf8445,Jennifer,Bennett,vincentseth@example.com,Canada,2024-06-05,Churned
41ee81fb-138d-4bf1-abc4-def006b8d5c0,Travis,Peterson,james85@example.org,UK,2025-01-22,Regular
24c08f5a-b579-4d23-9213-5fd3ec55f250,Matthew,Fuller,matthew36@example.com,Canada,2023-10-30,At-Risk
78bb4c89-a4cc-4315-bf0b-a7f61d646320,Jennifer,Esparza,yeseniaburgess@example.net,UK,2024-08-26,Regular
b457f8e0-1656-410b-8f4e-d1970f7011d3,Oscar,Hall,danielserika@example.net,Japan,2024-09-09,Regular
643bed80-4848-4626-a6a1-c63d2b0966b0,Edwin,Rodriguez,gregoryshannon@example.org,Australia,2025-10-21,Regular
d7e2e2e7-3df8-4c56-9dc5-99ee7c17e08a,Maria,Weaver,nicholas39@example.org,France,2024-09-11,New
749aafda-27b1-44f4-8d8c-b4aa09be4c4e,Frank,Walker,qmoon@example.com,France,2024-01-05,Churned
4f63e5e5-d864-4d64-95de-db84da9083e0,Brian,Dominguez,benjamin82@example.com,USA,2026-02-19,VIP
8ebae4f2-ab5f-4599-b92b-e0dc317d6eeb,Elizabeth,Peterson,williamsjoel@example.org,India,2023-11-12,At-Risk
802914e3-b3ec-43f2-ae37-ec0e45277674,Kimberly,Rodriguez,millerkarina@example.net,USA,2024-03-12,VIP
dd01bf8d-089f-4657-a01a-dbe3ba696369,Mark,Thomas,ehuff@example.net,UK,2024-10-16,New
6f5c67b6-26a9-4054-b789-e3be3614d9cc,Nicole,Manning,timothybooker@example.com,France,2025-03-21,Regular
c73a1187-eaad-47fe-a14a-f9c943166c78,Robert,Ford,galvarez@example.org,Brazil,2026-03-18,New
c79de6ca-5008-44a8-8c69-ba123659fd0f,John,Henderson,pchambers@example.com,India,2023-07-21,New
5027001d-8842-47f1-a615-2597b4e7322d,Ryan,Newman,clarkdonald@example.net,Canada,2025-02-17,VIP
76b08943-2eca-422e-89a4-2f785f5fdc1c,Alan,Dennis,danieldavis@example.net,UK,2024-01-01,New
3cb0ff8b-e8d8-4104-be47-be750daa684d,Nancy,Gomez,kathrynthomas@example.net,Australia,2024-05-27,New
53773861-dc29-415a-87d6-aa8ec1787fe3,Cynthia,Craig,jamesking@example.com,UK,2025-08-27,Regular
cd7f81ec-30e3-4858-8579-36fef36e1aea,Kayla,Wood,xwilson@example.net,USA,2024-01-20,Regular
31e097c8-1c97-4800-bd43-3c96b7a1127d,Stephanie,Johnson,evelyn95@example.com,USA,2025-12-17,At-Risk
533265a0-4895-447f-9afd-87784f78680d,Aaron,Robinson,peter13@example.net,Germany,2023-10-04,New
2b63527e-af13-4eb6-9b0a-ba3b32f8c8f5,Tammy,Ewing,seancastillo@example.net,Canada,2023-08-15,Regular
dc0bb7a1-30a3-4e34-8eed-33ba918cf4e3,Anne,Noble,robertoyoung@example.com,Singapore,2024-11-28,At-Risk
36c22cac-ca1c-4e7a-8479-3b015edb4303,Michael,Jones,hallvickie@example.net,India,2024-03-23,Churned
46c701dd-ccd2-46cb-83d3-3567dcc487aa,Emily,Smith,cchavez@example.com,UK,2025-10-09,Churned
cd372358-dd31-46fd-bff1-7bb65ec683d7,Jose,Myers,devin62@example.org,Germany,2024-06-03,At-Risk
b5225ce9-4388-461d-9881-168c13ac2901,Michael,Ramsey,lcastillo@example.net,UK,2024-02-07,At-Risk
2fb0b1db-c418-46f0-9abe-df7b9acb0bee,John,Davis,millerhaley@example.net,USA,2024-06-05,Regular
311f6e4a-751f-4245-b6b6-d790d4a74187,Jason,Carter,john18@example.org,Australia,2025-07-22,At-Risk
09f91a3d-cf2d-4a73-b051-3f4478c5d9a9,Lisa,Gonzalez,wfrey@example.org,India,2025-01-01,At-Risk
b530e8f8-3250-4a88-9a3d-b08690ed85c5,Brandon,Hernandez,tarastokes@example.org,Germany,2023-08-06,Regular
bceecfec-b7ad-48f7-a5fb-396ce7904382,Kelly,Murphy,craighernandez@example.net,Canada,2025-04-12,Regular
d8b910e9-2881-4848-97bb-bee25979e67f,Thomas,Phillips,rachelhernandez@example.org,USA,2026-05-10,At-Risk
f83c6577-7f2e-4220-a9e1-98f94f264295,Mandy,Morrison,tharvey@example.org,Germany,2024-02-09,Regular
b0735076-47ff-4f7f-a107-2871cadb98dc,Tanya,Owen,ibarrachristine@example.net,Brazil,2024-07-07,Regular
9e3be54a-980a-4def-be6e-512271db3b6f,Andrew,Church,john80@example.net,Germany,2023-11-19,Regular
6d5726fa-486b-45f3-b942-31352262c8c7,Ashley,Lee,timothy44@example.org,Germany,2025-09-12,Regular
d8f791d4-60c6-4522-95d8-636b8304ccd0,Duane,Ryan,thomas98@example.net,France,2025-12-04,At-Risk
d3797560-6a27-493f-bbbc-4b5e4bfd8342,Christopher,Martinez,nathanhicks@example.org,France,2023-10-01,Regular
ad916375-94fc-44ae-a439-c6b703372222,Andre,Mason,kdawson@example.com,Singapore,2024-01-25,Regular
5567587a-0d34-4a96-939b-ea1c7b7be8e1,Brooke,Scott,lbrown@example.org,Singapore,2026-04-26,Regular
7d5579fc-021c-44eb-bef6-bf1a5f386ec2,Loretta,Jennings,kelsey61@example.com,USA,2025-11-21,Regular
16fbaaa3-1d40-4362-84e9-046817343863,Justin,Shaw,jacobdavis@example.com,France,2023-12-07,Regular
8cadc6c3-20fc-4254-8d87-be3042e54aec,Kristine,Nelson,andrewschwartz@example.net,France,2025-07-05,VIP
65aeb316-5b70-49f8-8eef-7ac6898f09e7,William,Little,anna88@example.org,Japan,2024-09-15,Regular
22ae9fab-a89a-4c4a-86cb-aaf495f0ae14,Clinton,Paul,gordoneric@example.net,Australia,2026-01-01,Regular
e200dd0d-6b88-44f4-94a7-6460e846d549,Katrina,Garcia,daniellecollier@example.com,Singapore,2023-12-30,Regular
03869084-6512-4ded-b56c-bbd60530b104,Trevor,Williamson,gschroeder@example.org,Japan,2024-11-30,Regular
5e1d0fdf-b47d-4139-b496-a785538c2aa8,James,Oconnor,fallison@example.org,USA,2025-06-26,At-Risk
6698b1c8-8c05-47e0-a266-1993f2d519a5,Diana,Buck,bryantchad@example.net,USA,2024-11-20,New
abf8f389-7c21-432b-86e0-2759d68f6088,Sean,Bennett,proctorkayla@example.net,Singapore,2025-07-21,New
8118e0b4-1d5a-4fcf-b237-82549ea5abb7,Lauren,Valenzuela,johntaylor@example.net,Germany,2023-07-05,Regular
a42b08fa-d24e-439e-8553-1e37abe74f72,Jessica,Nunez,welchrichard@example.com,Canada,2026-04-17,Churned
ad1ded0b-e11f-417e-b921-6c181f34f7ce,Isaac,Larson,asteele@example.com,Australia,2024-10-30,New
967dfb38-7fdb-460e-863f-d40d9bca9516,Robert,Hurst,robertanewman@example.net,Canada,2024-11-26,At-Risk
49dc58ce-24a6-45a4-81c3-ddc8a59ee342,Heather,Patrick,rgarcia@example.net,France,2024-07-02,New
273040f5-0592-4538-90d2-5e4e6ef978f6,Travis,Kennedy,stephencooper@example.org,India,2025-06-22,Regular
58bf02b2-846d-4acd-9675-c54ea0be779c,Megan,Wood,kcampbell@example.com,France,2024-07-18,New
0788a090-dbcf-4b47-b464-5fe4a57ddb91,Natasha,Gonzalez,angela32@example.com,Germany,2025-06-04,Regular
307c02da-ba9d-4d9b-90fd-2fa9d2c2f4fd,Robert,Johnson,nicolemiller@example.net,India,2023-10-17,New
7a162d0e-6334-43e9-ab35-733614935512,Sandy,Stephenson,shudson@example.net,UK,2025-07-31,New
948579bc-c24c-422b-8688-ef31990401d9,Danielle,Mills,knoxjeffery@example.com,France,2024-12-13,Regular
d7cb5672-56ec-475a-a97c-e9f2c7c308e6,Anthony,Williams,susanporter@example.net,USA,2026-04-30,Regular
2b744bf0-65b0-4a28-844e-eb8c491ac877,Brandon,Herrera,tperkins@example.org,Germany,2025-05-31,Regular
bc648387-5a61-48ee-a23b-7fc0dcb5b8b4,Mark,Fisher,thomasmichael@example.net,Japan,2025-11-22,New
70133c87-cd80-46ff-aff2-6b46b620a336,Anthony,Hill,vreed@example.com,Australia,2025-05-30,Regular
a4e07ad0-bf9a-47e8-8a89-20cb53446c59,Sara,Tanner,iwright@example.org,Brazil,2024-07-09,New
7afc97e6-24b4-4f22-992d-fd66773f1e8c,Joshua,Johnson,kenneth97@example.com,Singapore,2023-08-11,Regular
24d6566f-e6c6-4709-98b0-15c1030370fa,Michelle,Miller,mosessierra@example.com,UK,2024-06-24,New
c886a42f-19ed-4230-9dd8-2dcded2029c2,Derrick,Schroeder,gsilva@example.com,France,2023-08-12,New
3a876688-c12a-4113-9214-76540ff661b8,Katrina,Cox,frank64@example.org,Japan,2025-08-28,Regular
445b267f-68d6-46a5-aee6-00ae245053bb,Michael,Craig,carla33@example.net,Germany,2025-09-06,New
e2797d0d-097c-4655-8dfe-4615458e1335,Nathan,Romero,bsanford@example.com,Germany,2024-01-24,At-Risk
3b251de9-8f06-45f4-8c65-2473a6e39ca6,John,Reese,susanhenderson@example.com,UK,2023-10-21,VIP
f24d0971-8ee2-4037-8a7a-898cb9ee9deb,Rhonda,Snyder,john51@example.net,Germany,2026-01-05,Churned
